"plotLon","plotLat","temp","prec","therm","deficit","moisture","soil","elev"
"122559880010661_ereg_M221",-79.1281,39.1898,6.405,1023.21,650.071,1787.605,0.306,"AlfInc",458.929016113281
"122559888010661_ereg_M221",-79.3907,39.0906,0.468,1307.097,1606.411,623.679,0.362,"AlfInc",978.183044433594
"122559892010661_ereg_M221",-79.3561,39.0451,-0.16,1400.833,1575.371,628.909,-0.464,"AlfInc",1146.63720703125
"122559904010661_ereg_M221",-79.3649,38.737,4.867,1023.48,473.166,1825.064,0.102,"AlfInc",769.268432617188
"122559906010661_ereg_M221",-79.4837,38.821,4.797,1223.394,1016.265,1215.352,-0.504,"AlfInc",995.407470703125
"122559910010661_ereg_M221",-79.5113,38.7494,1.123,1274.117,1224.072,848.799,-0.252,"AlfInc",1160.94921875
"122559920010661_ereg_M221",-79.6497,39.1275,4.008,1304.578,1363.088,967.938,-0.307,"AlfInc",637.213195800781
"122559922010661_ereg_M221",-79.525,39.0622,3,1394.514,1469.798,563.279,-0.27,"AlfInc",1005.49371337891
"122559924010661_ereg_M221",-79.4802,38.8657,1.55,1372.013,1271.893,895.148,-0.475,"AlfInc",931.389587402344
"122559932010661_ereg_M221",-79.6913,38.75,0.275,1377.091,1901.041,263.068,-0.23,"AlfInc",1036.61804199219
"122559934010661_ereg_M221",-79.7302,38.685,-0.123,1394.133,1409.223,720.323,0.014,"AlfInc",1167.89074707031
"122559938010661_ereg_M221",-79.8935,38.686,6.41,1508.358,1663.266,626.828,0.199,"AlfInc",1231.705078125
"122559940010661_ereg_M221",-79.7588,38.5957,-1.162,1345.409,1439.589,567.015,-0.293,"AlfInc",1257.72314453125
"122559942010661_ereg_M221",-79.7899,38.5278,4.445,1136.366,885.235,1421.837,0.038,"AlfInc",899.522338867188
"122559944010661_ereg_M221",-79.8647,38.4947,3.438,1247.654,1463.416,553.253,0.061,"AlfInc",1006.55688476562
"122559946010661_ereg_M221",-79.7282,38.4154,1.017,1349.627,1247.59,863.357,0.063,"AlfInc",1185.60046386719
"122559948010661_ereg_M221",-79.8628,38.449,1.315,1090.257,1011.302,1192.764,-0.077,"AlfInc",929.058898925781
"122559950010661_ereg_M221",-79.8988,38.4879,-1.075,1614.354,1552.539,286.658,-0.115,"AlfInc",1380.75280761719
"122559956010661_ereg_M221",-79.9785,38.1955,4.183,1159.098,753.147,1623.061,0.024,"Others",887.727111816406
"122559958010661_ereg_M221",-80.0993,38.2249,5.26,1119.072,820.69,1540.744,0.202,"AlfInc",678.045715332031
"122559966010661_ereg_M221",-80.2102,37.9761,4.805,1053.788,717.338,1549.786,-0.127,"AlfInc",668.639465332031
"122559980010661_ereg_M221",-79.566,39.6203,1.413,1268.774,1206.871,1089.38,0,"Others",587.610229492188
"122559988010661_ereg_M221",-79.7317,39.5972,3.3,1187.426,1169.595,1050.538,-0.112,"AlfInc",533.912353515625
"122559990010661_ereg_M221",-79.6548,39.4441,3.433,1131.431,1520.63,1066.826,-0.038,"Others",467.208160400391
"122559996010661_ereg_M221",-79.6046,39.2116,5.912,1350.773,1410.02,926.41,0.046,"AlfInc",729.604431152344
"122559998010661_ereg_M221",-79.7319,39.2937,2.63,1423.015,1432.392,968.289,0.337,"AlfInc",724.000183105469
"122560010010661_ereg_M221",-79.6855,39.0615,3.927,1403.269,1699.034,660.075,-0.288,"AlfInc",815.350646972656
"122560022010661_ereg_M221",-79.9302,38.8996,5.365,1297.852,1018.489,1443.535,-0.317,"Others",900.470886230469
"122560028010661_ereg_M221",-79.8012,38.824,6.453,1326.411,1498.978,937.001,-0.401,"AlfInc",733.201110839844
"122560042010661_ereg_M221",-79.9888,38.5786,4.805,1384.016,1524.204,762.569,0.19,"AlfInc",903.343566894531
"122560044010661_ereg_M221",-79.9595,38.5282,1.59,1613.215,1518.368,582.412,0.454,"AlfInc",1204.90344238281
"122560054010661_ereg_M221",-80.1494,38.4516,-0.25,1745.485,1792.498,144.81,-0.489,"AlfInc",1198.21875
"122560056010661_ereg_M221",-80.1453,38.5199,2.09,1526.17,1606.799,606.097,-0.098,"AlfInc",719.493774414062
"122560062010661_ereg_M221",-80.2372,38.3508,-0.02,1651.475,1434.615,572.564,0.069,"AlfInc",1036.75720214844
"122560068010661_ereg_M221",-80.2634,38.2376,1.045,1619.906,1601.158,238.221,-0.275,"AlfInc",1274.31201171875
"122560072010661_ereg_M221",-80.3002,38.1509,4.137,1375.477,948.122,1226.471,0.05,"AlfInc",881.117919921875
"122560074010661_ereg_M221",-80.3202,38.2006,0.69,1592.22,1441.009,550.732,-0.033,"AlfInc",1303.42504882812
"122560076010661_ereg_M221",-80.4016,38.2382,1.802,1523.048,1551.736,563.823,0.257,"AlfInc",1070.15270996094
"122560082010661_ereg_M221",-80.2525,37.9625,4.902,1179.164,1063.322,1221.488,-0.104,"AlfInc",874.010620117188
"122560090010661_ereg_M221",-80.5362,38.0055,5.497,1316.183,856.67,1381.823,0.013,"Others",944.435546875
"122560096010661_ereg_M221",-80.4262,37.6049,6.662,1033.746,872.702,1732.042,-0.138,"AlfInc",692.94775390625
"122560102010661_ereg_M221",-80.5572,37.6231,7.458,978.849,690.093,1745.842,-0.653,"AlfInc",847.970458984375
"122560108010661_ereg_M221",-80.4784,37.4713,6.933,1042.757,1096.885,1173.58,0,"Others",1030.5908203125
"122560110010661_ereg_M221",-80.6338,37.47,7.685,1000.139,940.882,1754.928,-0.129,"AlfInc",649.209350585938
"122560132010661_ereg_221",-80.1031,39.5434,5.11,1147.268,1101.416,1615.981,0.234,"AlfInc",321.284423828125
"122560144010661_ereg_221",-80.1118,39.2432,5.242,1206.73,997.309,1533.131,-0.331,"AlfInc",455.094146728516
"122560148010661_ereg_221",-80.1316,39.1556,5.968,1211.6,926.205,1709.023,0.123,"AlfInc",335.117431640625
"122560156010661_ereg_221",-80.2047,39.0092,5.86,1234.743,1224.296,1494.728,0.309,"EntVert",436.510955810547
"122560166010661_ereg_M221",-80.141,38.8369,5.215,1370.737,1469.865,957.934,-0.398,"Others",635.858520507812
"122560182010661_ereg_M221",-80.2685,38.5994,5.36,1554.117,1570.612,757.829,0.091,"Others",815.758544921875
"122560184010661_ereg_M221",-80.2721,38.528,2.722,1500.693,1612.923,542.127,-0.181,"Others",923.412902832031
"122560186010661_ereg_M221",-80.4137,38.667,7.512,1443.956,1308.487,1300.897,-0.134,"Others",642.298522949219
"122560200010661_ereg_M221",-80.4188,38.3136,3.383,1488.954,1848.398,246.848,-0.038,"Others",1003.21997070312
"122560202010661_ereg_M221",-80.4532,38.2905,3.205,1541.644,1566.628,594.064,0.187,"Others",1096.11962890625
"122560204010661_ereg_M221",-80.5086,38.3934,4.953,1386.333,1204.857,1168.102,-0.098,"Others",741.698364257812
"122560212010661_ereg_M221",-80.5061,38.082,2.593,1510.311,1632.163,594.801,0.351,"Others",1062.24816894531
"122560228010661_ereg_M221",-80.6741,37.8347,7.055,1065.898,701.18,1777.486,-0.545,"AlfInc",805.392028808594
"122560230010661_ereg_M221",-80.7127,37.9425,4.008,1209.171,1340.48,900.882,-0.19,"AlfInc",959.694641113281
"122560268010661_ereg_221",-80.0718,39.6106,5.223,1149.697,1015.331,1503.012,0.031,"AlfInc",344.289886474609
"122560292010661_ereg_221",-80.424,39.2412,5.422,1177.162,1007.062,1521.596,0.221,"AlfInc",389.497283935547
"122560296010661_ereg_221",-80.3581,39.0142,6.175,1205.876,952.439,1704.499,-0.219,"Others",521.979858398438
"122560298010661_ereg_221",-80.413,38.9351,6.295,1256.31,916.639,1697.354,0.249,"Others",327.463714599609
"122560310010661_ereg_221",-80.6396,38.8222,6.485,1179.025,938.955,1731.1,-0.201,"Others",385.763793945312
"122560316010661_ereg_221",-80.7053,38.7159,7.51,1293.974,995.476,1729.843,-0.251,"Others",466.168609619141
"122560324010661_ereg_M221",-80.7593,38.5526,6.082,1308.628,1027.175,1455.925,0.496,"Others",434.343414306641
"122560326010661_ereg_M221",-80.6905,38.442,3.912,1306.923,1218.006,1119.37,0.222,"Others",717.465393066406
"122560332010661_ereg_M221",-80.8175,38.4258,6.738,1276.643,956.872,1640.02,0.13,"Others",577.737243652344
"122560334010661_ereg_M221",-80.8608,38.3897,6.625,1272.602,851.296,1640.027,0.28,"Others",609.610717773438
"122560348010661_ereg_M221",-81.0149,38.0149,4.905,1166.663,1175.078,1126.925,0.074,"Others",572.422058105469
"122560350010661_ereg_M221",-80.935,37.8689,5.495,1245.519,1406.826,909.01,-0.29,"Others",873.659851074219
"122560368010661_ereg_M221",-81.1782,37.6356,6.67,1139.506,1108.458,1255.024,-0.075,"Others",900.092895507812
"122560382010661_ereg_221",-80.3916,39.6286,3.75,1183.045,914.313,1521.715,0.366,"AlfInc",389.128845214844
"122560390010661_ereg_221",-80.406,39.4627,3.525,1212.938,988.377,1560.417,-0.013,"Others",319.487091064453
"122560394010661_ereg_221",-80.6269,39.4938,5.25,1237.647,937.785,1496.904,0.165,"Others",314.193634033203
"122560396010661_ereg_221",-80.6891,39.3973,5.115,1191.742,235.606,2294.776,0.154,"Others",252.922439575195
"122560398010661_ereg_221",-80.6816,39.4498,6.592,1218.664,685.643,1932.094,0.138,"AlfInc",272.418640136719
"122560400010661_ereg_221",-80.5547,39.3697,5.065,1216.397,643.833,1901.207,0.034,"Others",290.032440185547
"122560406010661_ereg_221",-80.7022,39.3285,5.96,1190.701,961.355,1525.9,0.181,"Others",300.754119873047
"122560408010661_ereg_221",-80.6392,39.2144,5.863,1205.401,1020.078,1522.776,-0.303,"Others",395.610931396484
"122560418010661_ereg_221",-80.8166,39.0851,7.537,1181.633,752.219,2051.878,0.166,"Others",341.569183349609
"122560430010661_ereg_221",-80.9394,38.8714,7.438,1179.894,770.46,2005.377,-0.557,"Others",348.799743652344
"122560432010661_ereg_221",-80.8656,38.7594,7.515,1222.128,775.018,1977.302,0.083,"Others",286.473052978516
"122560438010661_ereg_221",-81.0035,38.719,7.89,1219.202,796.168,1949.422,0.047,"Others",437.03662109375
"122560440010661_ereg_221",-80.8814,38.6421,6.383,1228.674,1019.104,1507.496,-0.354,"Others",391.810577392578
"122560442010661_ereg_M221",-80.919,38.5379,6.62,1236.344,1062.089,1472.887,0.279,"Others",359.149993896484
"122560444010661_ereg_M221",-80.9486,38.4863,6.33,1242.485,1019.203,1490.404,0.101,"Others",364.688537597656
"122560456010661_ereg_M221",-81.114,38.4344,6.422,1221.08,1346.99,1203.243,-0.12,"Others",355.994995117188
"122560486010661_ereg_M221",-81.3087,37.6699,6.185,1115.49,1164.891,1322.511,-0.007,"AlfInc",629.20947265625
"122560490010661_ereg_M221",-81.4761,37.7258,6.192,1244.739,1630.477,769.201,-0.856,"AlfInc",703.92333984375
"122560494010661_ereg_M221",-81.4531,37.6599,6.002,1244.116,1034.559,1393.248,0,"AlfInc",729.916564941406
"122560496010661_ereg_M221",-81.5453,37.5735,6.287,1176.905,683.467,1882.405,-0.227,"AlfInc",482.192687988281
"122560502010661_ereg_M221",-81.3797,37.4752,7.602,1086.972,1053.6,1381.798,0.19,"AlfInc",636.881591796875
"122560508010661_ereg_M221",-81.6449,37.4103,8.002,1107.36,758.445,1813.014,0,"AlfInc",631.379638671875
"122560510010661_ereg_M221",-81.6471,37.3058,7.69,1070.388,1222.726,1361.412,0,"AlfInc",579.783813476562
"122560512010661_ereg_M221",-81.5297,37.264,7.203,1097.076,451.264,2109.479,-0.179,"AlfInc",712.863342285156
"122560528010661_ereg_221",-80.6563,39.8388,2.28,1104.093,586.116,1973.869,0.274,"AlfInc",304.954071044922
"122560534010661_ereg_221",-80.6073,39.6,4.575,1229.186,928.268,1543.084,-0.021,"AlfInc",403.832702636719
"122560538010661_ereg_221",-80.7958,39.4785,5.933,1169.066,652.322,1926.38,0.13,"Others",347.146667480469
"122560548010661_ereg_221",-80.8301,39.1425,6.125,1180.841,695.558,1956.632,-0.33,"Others",293.347717285156
"122560550010661_ereg_221",-80.955,39.1832,5.543,1157.652,320.48,2388.013,0.231,"Others",264.468383789062
"122560552010661_ereg_221",-81.1175,39.1728,6.203,1138.89,350.903,2372.783,0.069,"Others",287.928894042969
"122560562010661_ereg_221",-81.1032,39.003,6.328,1156.737,737.173,1955.831,-0.152,"Others",261.2548828125
"122560582010661_ereg_221",-81.338,38.4547,7.25,1195.632,671.304,2014.526,-0.395,"Others",340.232421875
"122560586010661_ereg_M221",-81.3478,38.345,5.73,1183.792,639.011,1885.172,-0.446,"AlfInc",324.498199462891
"122560588010661_ereg_M221",-81.3876,38.2598,6.25,1156.228,651.322,1845.925,-0.029,"AlfInc",410.071807861328
"122560592010661_ereg_M221",-81.466,38.1099,7.027,1158.589,707.32,1861.168,0.012,"AlfInc",328.618103027344
"122560600010661_ereg_M221",-81.6662,38.0518,7.265,1222.122,920.358,1971.346,-0.065,"AlfInc",338.129333496094
"122560602010661_ereg_M221",-81.7001,38.1941,7.53,1170.875,957.913,1948.191,0.526,"AlfInc",328.634552001953
"122560608010661_ereg_M221",-81.7463,37.6556,6.388,1234.022,394.929,2123.065,1,"AlfInc",379.558074951172
"122560614010661_ereg_M221",-81.8607,37.5758,7.475,1175.636,440.284,2160.057,-0.952,"Others",488.773162841797
"122560620010661_ereg_M221",-81.6779,37.3006,8.008,1070.388,473.875,2160.894,0,"AlfInc",428.097717285156
"122560636010661_ereg_221",-80.7434,39.9111,5.41,1065.746,323.002,2679.875,-0.064,"Mol",201.048309326172
"122560662010661_ereg_221",-81.162,39.1154,6.84,1143.85,1264.98,1318.497,0.497,"Others",302.194549560547
"122560666010661_ereg_221",-81.3328,39.1156,5.293,1112.861,1026.823,1522.783,0.395,"Others",244.79377746582
"122560670010661_ereg_221",-81.4721,39.1635,6.02,1084.096,340.504,2574.215,0.327,"AlfInc",258.686340332031
"122560672010661_ereg_221",-81.2973,39.0289,5.845,1141.863,1039.863,1537.897,0.542,"Others",315.934692382812
"122560676010661_ereg_221",-81.2672,38.9031,6.893,1168.858,396.233,2342.562,-0.132,"Others",246.094528198242
"122560678010661_ereg_221",-81.319,38.8709,6.025,1166.715,322.099,2461.8,-0.397,"Others",221.088119506836
"122560682010661_ereg_221",-81.41,38.8449,6.512,1169.482,374.951,2393.879,-0.038,"AlfInc",299.017700195312
"122560688010661_ereg_221",-81.4993,38.7811,7.025,1157.989,357.457,2419.63,-0.058,"AlfInc",306.652038574219
"122560692010661_ereg_221",-81.3934,38.5791,7.543,1178.212,703.289,2062.364,0.415,"Others",299.302368164062
"122560710010661_ereg_221",-81.7551,38.4835,7.398,1111.642,416.066,2381.847,-0.251,"AlfInc",215.647735595703
"122560718010661_ereg_M221",-81.5797,38.1976,7.027,1171.346,735.246,1874.459,-0.037,"AlfInc",290.488037109375
"122560724010661_ereg_M221",-81.7664,38.2032,7.69,1168.399,888.978,1991.932,-0.2,"AlfInc",276.45166015625
"122560728010661_ereg_221",-81.8565,38.2726,7.967,1149.024,381.266,2422.933,0.234,"Others",321.938079833984
"122560730010661_ereg_M221",-81.7782,38.1097,8.145,1219.999,995.62,1807.816,-0.522,"AlfInc",350.831817626953
"122560736010661_ereg_221",-81.9907,38.0365,8.445,1197.095,948.63,1825.594,0.292,"AlfInc",362.541931152344
"122560738010661_ereg_M221",-81.8921,37.8936,7.598,1241.069,1265.452,1360,-0.023,"AlfInc",504.37841796875
"122560744010661_ereg_M221",-81.779,37.7417,6.058,1251.603,1142.938,1343.963,0.021,"AlfInc",513.866760253906
"122560746010661_ereg_M221",-81.8368,37.6524,6.3,1214.683,681.713,1842.801,0,"AlfInc",335.161651611328
"122560748010661_ereg_M221",-82.0342,37.8574,7.752,1250.401,960.886,1830.129,-0.773,"AlfInc",376.945587158203
"122560750010661_ereg_M221",-82.078,37.8092,7.632,1237.697,699.419,2124.761,-0.983,"AlfInc",374.402709960938
"122560752010661_ereg_M221",-82.1314,37.7796,6.93,1222.167,730.872,1911.403,0.798,"AlfInc",381.126190185547
"122560768010661_ereg_221",-81.4718,39.1115,7.185,1096.743,381.805,2368.909,-0.071,"AlfInc",230.503463745117
"122560770010661_ereg_221",-81.515,39.0383,4.415,1102.374,993.84,1543.89,0.353,"AlfInc",307.398315429688
"122560800010661_ereg_221",-82.0018,38.6667,6.372,1077.654,1055.471,1592.209,-0.079,"Others",226.229431152344
"122560808010661_ereg_221",-81.9695,38.4768,6.555,1089.06,365.18,2479.862,-0.058,"Others",250.396865844727
"122560810010661_ereg_221",-81.996,38.35,8.375,1135.156,472.173,2367.849,-0.203,"AlfInc",200.02783203125
"122560816010661_ereg_221",-81.9583,38.2162,7.438,1167.361,684.477,2091.836,0.006,"Others",298.897247314453
"122560818010661_ereg_M221",-81.8485,38.1273,8.023,1208.409,997.402,1816.577,0.275,"AlfInc",345.770202636719
"122560822010661_ereg_221",-82.0958,38.1466,7.795,1157.465,635.417,2129.055,-0.325,"Others",320.62451171875
"122560828010661_ereg_M221",-82.0048,37.9714,8.357,1196.436,967.858,1931.921,-0.042,"AlfInc",263.227966308594
"122560836010661_ereg_M221",-82.1986,37.8996,7.572,1207.721,443.114,2190.153,-0.336,"AlfInc",364.348724365234
"122560840010661_ereg_M221",-82.2512,37.8664,7.555,1203.575,945.274,1831.62,0,"AlfInc",313.826812744141
"122560844010661_ereg_M221",-82.0949,37.7214,7.563,1267.59,470.929,2225.66,-0.104,"AlfInc",496.706634521484
"122560848010661_ereg_M221",-82.2737,37.7524,7.72,1164.468,485.6,2272.059,0.662,"AlfInc",391.0947265625
"122560850010661_ereg_221",-81.962,38.871,4.81,1061.693,974.118,1575.619,0.737,"AlfInc",241.63005065918
"122560852010661_ereg_221",-82.0308,38.9537,4.065,1043.196,967.474,1516.29,-0.063,"Others",233.667068481445
"122560862010661_ereg_221",-82.0228,38.7452,7.535,1072.176,419.146,2390.231,0.274,"Others",220.042556762695
"122560868010661_ereg_221",-82.04,38.5881,7.285,1082.774,394.398,2459.138,0.152,"Others",251.241714477539
"122560876010661_ereg_221",-82.2477,38.5141,8.005,1103.019,424.558,2429.723,0.103,"Others",265.542388916016
"122560878010661_ereg_221",-82.1319,38.3561,7.545,1125.657,478.428,2236.273,0.359,"Others",216.602493286133
"122560880010661_ereg_221",-82.1765,38.2896,6.927,1140.695,403.15,2472.103,0.234,"Others",238.175338745117
"122560894010661_ereg_221",-82.3003,38.022,7.622,1187.338,955.013,1815.246,-0.029,"AlfInc",311.725738525391
"122560896010661_ereg_221",-82.4256,38.1696,7.703,1147.845,384.498,2439.736,0.031,"Others",306.043395996094
"122560898010661_ereg_221",-82.4601,38.0508,8.095,1164.596,713.803,2118.259,-0.285,"AlfInc",322.050201416016
"122560902010661_ereg_M221",-82.36,37.9038,8.775,1180.766,1030.883,1809.34,-0.215,"AlfInc",242.669723510742
"122560908010661_ereg_221",-82.5175,38.3018,7.508,1117.257,424.642,2484.391,0.179,"Others",222.112274169922
"122560914010661_ereg_M221",-78.3557,39.3784,3.77,1012.709,492.55,2031.569,-0.087,"AlfInc",378.433837890625
"122560926010661_ereg_M221",-79.3371,38.7856,3.958,938.722,449.687,1907.029,-0.365,"Others",710.025085449219
"122560930010661_ereg_M221",-79.839,38.7612,1.615,1470.534,1656.198,619.309,-0.173,"AlfInc",1037.81579589844
"122560940010661_ereg_M221",-80.812,37.7859,5.51,976.06,799.44,1629.658,-0.397,"AlfInc",596.832702636719
"122560942010661_ereg_221",-80.1499,39.5052,5.677,1155.213,1050.885,1656.139,0.69,"Others",297.708618164062
"122560944010661_ereg_221",-80.2063,39.3807,4.78,1172.895,670.193,1963.449,0.063,"AlfInc",315.296600341797
"122560954010661_ereg_M221",-81.1945,37.3744,6.872,966.038,709.892,1739.228,0.509,"AlfInc",747.06689453125
"122560958010661_ereg_221",-80.6966,39.2726,4.832,1188.913,683.291,1965.903,0.237,"Others",329.601501464844
"122560972010661_ereg_M221",-81.5788,37.4964,8.425,1166.545,1043.46,1451.008,0.141,"AlfInc",585.85693359375
"122560974010661_ereg_221",-80.5955,39.9764,3.69,1060.209,345.75,2338.165,-0.027,"AlfInc",352.047576904297
"122560978010661_ereg_M221",-81.7605,37.6589,7.513,1234.022,1233.981,1335.576,1,"AlfInc",427.521118164062
"122560990010661_ereg_221",-81.5744,39.1509,6.672,1060.932,381.138,2441.279,0.272,"AlfInc",259.750885009766
"122561000010661_ereg_M221",-79.4347,38.5802,3.902,961.342,620.041,1660.754,-0.038,"Others",734.348449707031
"122561014010661_ereg_221",-80.4922,39.0895,5.177,1244.125,980.284,1538.87,0.169,"Others",391.396789550781
"122561024010661_ereg_M221",-82.0171,37.7023,7.065,1227.526,651.33,2099.8,-0.472,"AlfInc",502.063354492188
"122561034010661_ereg_M221",-79.2371,38.6673,4.92,956.924,523.605,1929.034,-0.425,"Others",753.950744628906
"122561042010661_ereg_M221",-80.2722,37.9221,5.452,1066.086,732.42,1568.885,-0.234,"AlfInc",660.495544433594
"122561048010661_ereg_M221",-81.0689,38.263,8.785,1210.602,810.18,1838.556,-0.307,"Others",398.802337646484
"122561052010661_ereg_M221",-81.1708,38.0136,5.375,1214.705,1363.744,1099.398,-0.206,"Others",672.705749511719
"122561054010661_ereg_M221",-81.7432,37.934,7,1214.519,912.016,1813.354,-0.069,"AlfInc",402.778198242188
"122561056010661_ereg_M221",-81.8309,37.9162,9.212,1206.783,817.743,2219.581,-0.69,"AlfInc",342.452301025391
"122561060010661_ereg_221",-82.0357,38.2684,7.322,1149.149,371.016,2462.732,0.117,"Others",236.403198242188
"122561108010661_ereg_211",-74.7696,41.3777,1.218,1221.202,969.521,1269.966,-0.051,"AlfInc",312.448547363281
"122561110010661_ereg_211",-74.9238,41.3883,0.51,1193.614,1265.98,922.687,-0.022,"AlfInc",433.700347900391
"122561112010661_ereg_221",-74.8119,41.313,0.78,1165.06,576.276,1657.759,-0.466,"AlfInc",231.078384399414
"122561118010661_ereg_211",-75.0877,41.1986,0.555,1175.533,571.44,1644.942,0.383,"AlfInc",371.172515869141
"122561130010661_ereg_M221",-75.3404,40.7835,1.135,1243.742,669.737,1918.228,-0.159,"AlfInc",200.453079223633
"122561176010661_ereg_221",-75.847,39.9217,4.912,1215.092,853.852,1856.22,0.003,"Others",118.558403015137
